Machine,Operation,Sample Type,File Name,Duration (s)
M02,OP01,good,M02_Feb_2021_OP01_000_window_4.h5,5.0
M02,OP01,good,M02_Aug_2019_OP01_002_window_0.h5,5.0
M02,OP01,good,M02_Aug_2019_OP01_013_window_1.h5,5.0
M02,OP01,good,M02_Feb_2021_OP01_007_window_3.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_001_window_2.h5,5.0
M02,OP01,bad,M02_Aug_2019_OP01_000_window_2.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_000_window_2.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_000_window_3.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_001_window_0.h5,5.0
M02,OP01,bad,M02_Aug_2019_OP01_000_window_3.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_000_window_1.h5,5.0
M02,OP01,bad,M02_Aug_2019_OP01_000_window_1.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_001_window_3.h5,5.0
M02,OP01,bad,M02_Aug_2019_OP01_000_window_0.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_000_window_0.h5,5.0
M02,OP01,bad,M02_Feb_2019_OP01_001_window_1.h5,5.0
M02,OP07,good,M02_Aug_2019_OP07_007_window_3.h5,5.0
M02,OP07,good,M02_Feb_2020_OP07_002_window_2.h5,5.0
M02,OP07,good,M02_Feb_2020_OP07_002_window_0.h5,5.0
M02,OP07,good,M02_Feb_2020_OP07_003_window_2.h5,5.0
M02,OP07,good,M02_Feb_2019_OP07_002_window_1.h5,5.0
M02,OP07,good,M02_Feb_2019_OP07_002_window_2.h5,5.0
M02,OP07,good,M02_Aug_2019_OP07_012_window_2.h5,5.0
M02,OP07,good,M02_Feb_2020_OP07_003_window_0.h5,5.0
M02,OP07,good,M02_Feb_2020_OP07_002_window_1.h5,5.0
M02,OP07,good,M02_Feb_2020_OP07_003_window_1.h5,5.0
M02,OP07,good,M02_Feb_2020_OP07_006_window_1.h5,5.0
M02,OP07,good,M02_Feb_2019_OP07_002_window_0.h5,5.0
M02,OP07,good,M02_Aug_2019_OP07_007_window_1.h5,5.0
M02,OP07,good,M02_Aug_2019_OP07_007_window_2.h5,5.0
M02,OP07,good,M02_Aug_2019_OP07_007_window_0.h5,5.0
M02,OP07,good,M02_Feb_2020_OP07_006_window_0.h5,5.0
M02,OP07,good,M02_Aug_2019_OP07_012_window_1.h5,5.0
M02,OP07,good,M02_Aug_2019_OP07_012_window_0.h5,5.0
M02,OP07,good,M02_Feb_2020_OP07_006_window_2.h5,5.0
M02,OP07,bad,M02_Aug_2019_OP07_000_window_0.h5,5.0
M02,OP07,bad,M02_Feb_2019_OP07_001_window_1.h5,5.0
M02,OP07,bad,M02_Feb_2019_OP07_000_window_0.h5,5.0
M02,OP07,bad,M02_Feb_2019_OP07_001_window_2.h5,5.0
M02,OP07,bad,M02_Feb_2019_OP07_001_window_0.h5,5.0
M02,OP07,bad,M02_Aug_2019_OP07_000_window_2.h5,5.0
M02,OP07,bad,M02_Feb_2019_OP07_000_window_1.h5,5.0
M02,OP07,bad,M02_Aug_2019_OP07_000_window_1.h5,5.0
M02,OP07,bad,M02_Feb_2019_OP07_000_window_2.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_008_window_3.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_003_window_6.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_008_window_0.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_015_window_5.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_003_window_1.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_008_window_8.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_010_window_5.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_010_window_7.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_003_window_2.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_010_window_4.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_015_window_3.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_015_window_1.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_010_window_3.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_015_window_4.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_003_window_3.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_015_window_0.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_010_window_2.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_003_window_4.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_015_window_2.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_008_window_6.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_003_window_0.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_008_window_4.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_010_window_0.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_010_window_1.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_015_window_6.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_008_window_5.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_003_window_5.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_008_window_7.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_008_window_2.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_003_window_7.h5,5.0
M02,OP10,good,M02_Aug_2019_OP10_015_window_7.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_008_window_1.h5,5.0
M02,OP10,good,M02_Feb_2021_OP10_010_window_6.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_000_window_5.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_000_window_7.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_000_window_1.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_000_window_3.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_000_window_4.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_001_window_5.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_001_window_3.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_000_window_0.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_001_window_6.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_000_window_2.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_000_window_6.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_001_window_0.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_001_window_1.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_001_window_4.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_001_window_7.h5,5.0
M02,OP10,bad,M02_Feb_2019_OP10_001_window_2.h5,5.0
M02,OP02,good,M02_Feb_2020_OP02_000_window_0.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_002_window_0.h5,5.0
M02,OP02,good,M02_Feb_2019_OP02_000_window_2.h5,5.0
M02,OP02,good,M02_Feb_2019_OP02_000_window_3.h5,5.0
M02,OP02,good,M02_Feb_2020_OP02_000_window_1.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_002_window_2.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_015_window_1.h5,5.0
M02,OP02,good,M02_Feb_2019_OP02_000_window_1.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_002_window_3.h5,5.0
M02,OP02,good,M02_Feb_2020_OP02_000_window_2.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_002_window_1.h5,5.0
M02,OP02,good,M02_Feb_2020_OP02_000_window_4.h5,5.0
M02,OP02,good,M02_Feb_2019_OP02_000_window_5.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_015_window_5.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_002_window_5.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_002_window_4.h5,5.0
M02,OP02,good,M02_Feb_2020_OP02_000_window_6.h5,5.0
M02,OP02,good,M02_Feb_2019_OP02_000_window_4.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_015_window_6.h5,5.0
M02,OP02,good,M02_Feb_2019_OP02_000_window_6.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_002_window_6.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_015_window_3.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_015_window_4.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_015_window_0.h5,5.0
M02,OP02,good,M02_Feb_2020_OP02_000_window_5.h5,5.0
M02,OP02,good,M02_Aug_2019_OP02_015_window_2.h5,5.0
M02,OP02,good,M02_Feb_2019_OP02_000_window_0.h5,5.0
M02,OP02,good,M02_Feb_2020_OP02_000_window_3.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_2.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_2.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_3.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_1.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_5.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_4.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_4.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_0.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_6.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_5.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_1.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_3.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_000_window_0.h5,5.0
M02,OP02,bad,M02_Feb_2019_OP02_001_window_6.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_019_window_9.h5,5.0
M03,OP04,good,M03_Feb_2020_OP04_010_window_3.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_019_window_0.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_015_window_0.h5,5.0
M03,OP04,good,M03_Feb_2020_OP04_010_window_9.h5,5.0
M03,OP04,good,M03_Feb_2020_OP04_010_window_7.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_002_window_7.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_015_window_2.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_019_window_8.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_015_window_5.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_015_window_7.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_002_window_8.h5,5.0
M03,OP04,good,M03_Feb_2020_OP04_010_window_0.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_002_window_6.h5,5.0
M03,OP04,good,M03_Feb_2020_OP04_010_window_1.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_019_window_6.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_019_window_4.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_002_window_4.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_002_window_9.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_002_window_3.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_019_window_7.h5,5.0
M03,OP04,good,M03_Feb_2020_OP04_010_window_6.h5,5.0
M03,OP04,good,M03_Feb_2020_OP04_010_window_4.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_015_window_6.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_019_window_2.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_015_window_1.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_015_window_3.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_019_window_3.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_019_window_5.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_019_window_1.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_002_window_0.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_015_window_10.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_015_window_8.h5,5.0
M03,OP04,good,M03_Feb_2020_OP04_010_window_8.h5,5.0
M03,OP04,good,M03_Feb_2020_OP04_010_window_2.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_002_window_2.h5,5.0
M03,OP04,good,M03_Feb_2020_OP04_010_window_10.h5,5.0
M03,OP04,good,M03_Feb_2020_OP04_010_window_5.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_019_window_10.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_002_window_10.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_015_window_11.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_015_window_9.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_002_window_5.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_015_window_4.h5,5.0
M03,OP04,good,M03_Aug_2019_OP04_002_window_1.h5,5.0
M03,OP04,bad,M03_Aug_2019_OP04_000_window_0.h5,5.0
M03,OP04,bad,M03_Feb_2021_OP04_000_window_0.h5,5.0
M03,OP04,bad,M03_Aug_2019_OP04_000_window_2.h5,5.0
M03,OP04,bad,M03_Feb_2021_OP04_000_window_11.h5,5.0
M03,OP04,bad,M03_Aug_2019_OP04_000_window_8.h5,5.0
M03,OP04,bad,M03_Feb_2021_OP04_000_window_7.h5,5.0
M03,OP04,bad,M03_Feb_2021_OP04_000_window_10.h5,5.0
M03,OP04,bad,M03_Aug_2019_OP04_000_window_10.h5,5.0
M03,OP04,bad,M03_Feb_2021_OP04_000_window_3.h5,5.0
M03,OP04,bad,M03_Feb_2021_OP04_000_window_2.h5,5.0
M03,OP04,bad,M03_Aug_2019_OP04_000_window_1.h5,5.0
M03,OP04,bad,M03_Aug_2019_OP04_000_window_3.h5,5.0
M03,OP04,bad,M03_Feb_2021_OP04_000_window_6.h5,5.0
M03,OP04,bad,M03_Aug_2019_OP04_000_window_5.h5,5.0
M03,OP04,bad,M03_Feb_2021_OP04_000_window_9.h5,5.0
M03,OP04,bad,M03_Feb_2021_OP04_000_window_1.h5,5.0
M03,OP04,bad,M03_Feb_2021_OP04_000_window_8.h5,5.0
M03,OP04,bad,M03_Aug_2019_OP04_000_window_9.h5,5.0
M03,OP04,bad,M03_Aug_2019_OP04_000_window_7.h5,5.0
M03,OP04,bad,M03_Feb_2021_OP04_000_window_5.h5,5.0
M03,OP04,bad,M03_Aug_2019_OP04_000_window_6.h5,5.0
M03,OP04,bad,M03_Feb_2021_OP04_000_window_4.h5,5.0
M03,OP04,bad,M03_Aug_2019_OP04_000_window_4.h5,5.0
M03,OP01,good,M03_Feb_2020_OP01_008_window_1.h5,5.0
M03,OP01,good,M03_Aug_2019_OP01_007_window_2.h5,5.0
M03,OP01,good,M03_Aug_2019_OP01_007_window_3.h5,5.0
M03,OP01,good,M03_Aug_2020_OP01_001_window_1.h5,5.0
M03,OP01,good,M03_Aug_2020_OP01_001_window_0.h5,5.0
M03,OP01,good,M03_Feb_2020_OP01_008_window_3.h5,5.0
M03,OP01,good,M03_Aug_2019_OP01_007_window_0.h5,5.0
M03,OP01,good,M03_Aug_2019_OP01_010_window_1.h5,5.0
M03,OP01,good,M03_Feb_2020_OP01_008_window_2.h5,5.0
M03,OP01,good,M03_Aug_2019_OP01_007_window_1.h5,5.0
M03,OP01,good,M03_Feb_2020_OP01_008_window_0.h5,5.0
M03,OP01,good,M03_Aug_2019_OP01_010_window_0.h5,5.0
M03,OP01,good,M03_Aug_2020_OP01_001_window_3.h5,5.0
M03,OP01,good,M03_Aug_2019_OP01_010_window_2.h5,5.0
M03,OP01,good,M03_Aug_2020_OP01_001_window_2.h5,5.0
M03,OP01,good,M03_Aug_2019_OP01_010_window_3.h5,5.0
M03,OP01,bad,M03_Aug_2019_OP01_000_window_0.h5,5.0
M03,OP01,bad,M03_Feb_2021_OP01_000_window_3.h5,5.0
M03,OP01,bad,M03_Aug_2019_OP01_000_window_2.h5,5.0
M03,OP01,bad,M03_Aug_2019_OP01_000_window_1.h5,5.0
M03,OP01,bad,M03_Feb_2021_OP01_000_window_1.h5,5.0
M03,OP01,bad,M03_Feb_2021_OP01_000_window_2.h5,5.0
M03,OP01,bad,M03_Feb_2021_OP01_000_window_0.h5,5.0
M03,OP07,good,M03_Aug_2020_OP07_002_window_0.h5,5.0
M03,OP07,good,M03_Feb_2020_OP07_000_window_2.h5,5.0
M03,OP07,good,M03_Aug_2019_OP07_019_window_1.h5,5.0
M03,OP07,good,M03_Aug_2019_OP07_014_window_2.h5,5.0
M03,OP07,good,M03_Feb_2021_OP07_000_window_3.h5,5.0
M03,OP07,good,M03_Aug_2019_OP07_014_window_1.h5,5.0
M03,OP07,good,M03_Feb_2020_OP07_000_window_1.h5,5.0
M03,OP07,good,M03_Aug_2020_OP07_002_window_1.h5,5.0
M03,OP07,good,M03_Aug_2019_OP07_019_window_2.h5,5.0
M03,OP07,good,M03_Aug_2019_OP07_019_window_0.h5,5.0
M03,OP07,good,M03_Feb_2020_OP07_008_window_0.h5,5.0
M03,OP07,good,M03_Feb_2020_OP07_000_window_0.h5,5.0
M03,OP07,good,M03_Aug_2019_OP07_014_window_0.h5,5.0
M03,OP07,good,M03_Feb_2021_OP07_000_window_2.h5,5.0
M03,OP07,good,M03_Aug_2019_OP07_014_window_3.h5,5.0
M03,OP07,good,M03_Aug_2020_OP07_002_window_2.h5,5.0
M03,OP07,good,M03_Feb_2021_OP07_000_window_0.h5,5.0
M03,OP07,good,M03_Feb_2020_OP07_008_window_1.h5,5.0
M03,OP07,good,M03_Feb_2021_OP07_000_window_1.h5,5.0
M03,OP07,good,M03_Feb_2020_OP07_008_window_2.h5,5.0
M03,OP07,bad,M03_Aug_2019_OP07_000_window_0.h5,5.0
M03,OP07,bad,M03_Aug_2019_OP07_000_window_1.h5,5.0
M03,OP07,bad,M03_Aug_2021_OP07_000_window_3.h5,5.0
M03,OP07,bad,M03_Aug_2021_OP07_000_window_0.h5,5.0
M03,OP07,bad,M03_Feb_2021_OP07_000_window_2.h5,5.0
M03,OP07,bad,M03_Aug_2021_OP07_000_window_2.h5,5.0
M03,OP07,bad,M03_Aug_2021_OP07_000_window_1.h5,5.0
M03,OP07,bad,M03_Feb_2021_OP07_000_window_0.h5,5.0
M03,OP07,bad,M03_Feb_2021_OP07_000_window_1.h5,5.0
M03,OP10,good,M03_Feb_2020_OP10_005_window_0.h5,5.0
M03,OP10,good,M03_Aug_2021_OP10_001_window_5.h5,5.0
M03,OP10,good,M03_Feb_2020_OP10_005_window_2.h5,5.0
M03,OP10,good,M03_Aug_2021_OP10_001_window_4.h5,5.0
M03,OP10,good,M03_Feb_2020_OP10_005_window_1.h5,5.0
M03,OP10,good,M03_Aug_2021_OP10_001_window_3.h5,5.0
M03,OP10,good,M03_Feb_2020_OP10_005_window_7.h5,5.0
M03,OP10,good,M03_Aug_2021_OP10_001_window_2.h5,5.0
M03,OP10,good,M03_Feb_2020_OP10_005_window_6.h5,5.0
M03,OP10,good,M03_Aug_2021_OP10_001_window_0.h5,5.0
M03,OP10,good,M03_Feb_2020_OP10_005_window_4.h5,5.0
M03,OP10,good,M03_Feb_2020_OP10_005_window_3.h5,5.0
M03,OP10,good,M03_Aug_2021_OP10_001_window_6.h5,5.0
M03,OP10,good,M03_Feb_2020_OP10_005_window_5.h5,5.0
M03,OP10,good,M03_Aug_2021_OP10_001_window_1.h5,5.0
M03,OP10,bad,M03_Aug_2021_OP10_000_window_7.h5,5.0
M03,OP10,bad,M03_Aug_2021_OP10_000_window_5.h5,5.0
M03,OP10,bad,M03_Aug_2021_OP10_000_window_6.h5,5.0
M03,OP10,bad,M03_Aug_2021_OP10_000_window_8.h5,5.0
M03,OP10,bad,M03_Aug_2021_OP10_000_window_0.h5,5.0
M03,OP10,bad,M03_Aug_2021_OP10_000_window_2.h5,5.0
M03,OP10,bad,M03_Aug_2021_OP10_000_window_1.h5,5.0
M03,OP10,bad,M03_Aug_2021_OP10_000_window_3.h5,5.0
M03,OP10,bad,M03_Aug_2021_OP10_000_window_4.h5,5.0
M03,OP02,good,M03_Aug_2019_OP02_014_window_4.h5,5.0
M03,OP02,good,M03_Aug_2019_OP02_014_window_0.h5,5.0
M03,OP02,good,M03_Feb_2021_OP02_005_window_3.h5,5.0
M03,OP02,good,M03_Feb_2021_OP02_005_window_1.h5,5.0
M03,OP02,good,M03_Feb_2021_OP02_005_window_2.h5,5.0
M03,OP02,good,M03_Feb_2021_OP02_005_window_6.h5,5.0
M03,OP02,good,M03_Aug_2019_OP02_014_window_3.h5,5.0
M03,OP02,good,M03_Feb_2021_OP02_005_window_5.h5,5.0
M03,OP02,good,M03_Aug_2019_OP02_014_window_1.h5,5.0
M03,OP02,good,M03_Feb_2021_OP02_005_window_0.h5,5.0
M03,OP02,good,M03_Aug_2019_OP02_014_window_5.h5,5.0
M03,OP02,good,M03_Aug_2019_OP02_014_window_2.h5,5.0
M03,OP02,good,M03_Aug_2019_OP02_014_window_6.h5,5.0
M03,OP02,good,M03_Feb_2021_OP02_005_window_4.h5,5.0
M03,OP02,bad,M03_Feb_2021_OP02_000_window_4.h5,5.0
M03,OP02,bad,M03_Feb_2021_OP02_000_window_1.h5,5.0
M03,OP02,bad,M03_Feb_2021_OP02_000_window_0.h5,5.0
M03,OP02,bad,M03_Feb_2021_OP02_000_window_2.h5,5.0
M03,OP02,bad,M03_Feb_2021_OP02_000_window_6.h5,5.0
M03,OP02,bad,M03_Feb_2021_OP02_000_window_3.h5,5.0
M03,OP02,bad,M03_Feb_2021_OP02_000_window_5.h5,5.0
